"SurveyID","SampleDate","Survey","Comments"
1,4/24/1995 0:00:00,1,
2,4/25/1995 0:00:00,1,
3,4/26/1995 0:00:00,1,
4,4/27/1995 0:00:00,1,
5,4/28/1995 0:00:00,1,
6,5/8/1995 0:00:00,2,
7,5/9/1995 0:00:00,2,
8,5/10/1995 0:00:00,2,
9,5/11/1995 0:00:00,2,
10,5/12/1995 0:00:00,2,
11,5/22/1995 0:00:00,3,
12,5/23/1995 0:00:00,3,
13,5/24/1995 0:00:00,3,
14,5/25/1995 0:00:00,3,
15,5/26/1995 0:00:00,3,
16,6/5/1995 0:00:00,4,
17,6/6/1995 0:00:00,4,
18,6/7/1995 0:00:00,4,
19,6/8/1995 0:00:00,4,
20,6/9/1995 0:00:00,4,
21,6/19/1995 0:00:00,5,
22,6/20/1995 0:00:00,5,
23,6/21/1995 0:00:00,5,
24,6/22/1995 0:00:00,5,
25,6/23/1995 0:00:00,5,
26,6/24/1995 0:00:00,5,
27,7/3/1995 0:00:00,6,
28,7/4/1995 0:00:00,6,
29,7/5/1995 0:00:00,6,
30,7/6/1995 0:00:00,6,
31,7/7/1995 0:00:00,6,
32,7/10/1995 0:00:00,6,
33,7/17/1995 0:00:00,7,
34,7/18/1995 0:00:00,7,
35,7/19/1995 0:00:00,7,
36,7/20/1995 0:00:00,7,
37,7/21/1995 0:00:00,7,
38,7/24/1995 0:00:00,7,
39,7/31/1995 0:00:00,8,
40,8/1/1995 0:00:00,8,
41,8/3/1995 0:00:00,8,
42,8/4/1995 0:00:00,8,
43,8/7/1995 0:00:00,8,
44,8/8/1995 0:00:00,8,
45,4/10/1996 0:00:00,1,
46,4/11/1996 0:00:00,1,
47,4/12/1996 0:00:00,1,
48,4/13/1996 0:00:00,1,
49,4/14/1996 0:00:00,1,
50,4/16/1996 0:00:00,1,
51,4/17/1996 0:00:00,1,
52,4/24/1996 0:00:00,2,
53,4/25/1996 0:00:00,2,
54,4/26/1996 0:00:00,2,
55,4/27/1996 0:00:00,2,
56,4/28/1996 0:00:00,2,
57,4/29/1996 0:00:00,2,
58,4/30/1996 0:00:00,2,
59,5/9/1996 0:00:00,3,
60,5/10/1996 0:00:00,3,
61,5/11/1996 0:00:00,3,
62,5/12/1996 0:00:00,3,
63,5/13/1996 0:00:00,3,
64,5/14/1996 0:00:00,3,
65,5/21/1996 0:00:00,4,
66,5/22/1996 0:00:00,4,
67,5/23/1996 0:00:00,4,
68,5/24/1996 0:00:00,4,
69,5/28/1996 0:00:00,4,
70,5/29/1996 0:00:00,4,
71,6/8/1996 0:00:00,5,
72,6/9/1996 0:00:00,5,
73,6/10/1996 0:00:00,5,
74,6/11/1996 0:00:00,5,
75,6/13/1996 0:00:00,5,
76,6/14/1996 0:00:00,5,
77,6/24/1996 0:00:00,6,
78,6/25/1996 0:00:00,6,
79,6/26/1996 0:00:00,6,
80,6/27/1996 0:00:00,6,
81,6/28/1996 0:00:00,6,
82,6/29/1996 0:00:00,6,
83,7/8/1996 0:00:00,7,
84,7/9/1996 0:00:00,7,
85,7/10/1996 0:00:00,7,
86,7/11/1996 0:00:00,7,
87,7/12/1996 0:00:00,7,
88,7/13/1996 0:00:00,7,
89,7/22/1996 0:00:00,8,
90,7/23/1996 0:00:00,8,
91,7/24/1996 0:00:00,8,
92,7/25/1996 0:00:00,8,
93,7/26/1996 0:00:00,8,
94,7/27/1996 0:00:00,8,
95,3/31/1997 0:00:00,1,
96,4/1/1997 0:00:00,1,
98,4/3/1997 0:00:00,1,
99,4/4/1997 0:00:00,1,
100,4/5/1997 0:00:00,1,
101,4/14/1997 0:00:00,2,
102,4/15/1997 0:00:00,2,
103,4/16/1997 0:00:00,2,
104,4/17/1997 0:00:00,2,
105,4/18/1997 0:00:00,2,
106,4/19/1997 0:00:00,2,
107,4/28/1997 0:00:00,3,
108,4/29/1997 0:00:00,3,
109,4/30/1997 0:00:00,3,
110,5/1/1997 0:00:00,3,
111,5/2/1997 0:00:00,3,
112,5/3/1997 0:00:00,3,
113,5/12/1997 0:00:00,4,
114,5/13/1997 0:00:00,4,
115,5/14/1997 0:00:00,4,
116,5/15/1997 0:00:00,4,
117,5/16/1997 0:00:00,4,
118,5/17/1997 0:00:00,4,
119,5/27/1997 0:00:00,5,
120,5/28/1997 0:00:00,5,
121,5/30/1997 0:00:00,5,
122,5/31/1997 0:00:00,5,
123,6/1/1997 0:00:00,5,
124,6/9/1997 0:00:00,6,
125,6/10/1997 0:00:00,6,
126,6/11/1997 0:00:00,6,
127,6/12/1997 0:00:00,6,
128,6/13/1997 0:00:00,6,
129,6/14/1997 0:00:00,6,
130,6/24/1997 0:00:00,7,
131,6/25/1997 0:00:00,7,
132,6/26/1997 0:00:00,7,
133,6/27/1997 0:00:00,7,
134,6/28/1997 0:00:00,7,
135,6/29/1997 0:00:00,7,
136,7/8/1997 0:00:00,8,
137,7/9/1997 0:00:00,8,
138,7/10/1997 0:00:00,8,
139,7/11/1997 0:00:00,8,
140,7/12/1997 0:00:00,8,
141,7/13/1997 0:00:00,8,
142,7/22/1997 0:00:00,9,
143,7/23/1997 0:00:00,9,
144,7/24/1997 0:00:00,9,
145,7/25/1997 0:00:00,9,
146,7/26/1997 0:00:00,9,
147,4/6/1998 0:00:00,1,
148,4/7/1998 0:00:00,1,
149,4/8/1998 0:00:00,1,
150,4/9/1998 0:00:00,1,
151,4/10/1998 0:00:00,1,
152,4/11/1998 0:00:00,1,
153,4/21/1998 0:00:00,2,
154,4/22/1998 0:00:00,2,
155,4/23/1998 0:00:00,2,
156,4/24/1998 0:00:00,2,
157,4/25/1998 0:00:00,2,
158,5/4/1998 0:00:00,3,
159,5/5/1998 0:00:00,3,
160,5/6/1998 0:00:00,3,
161,5/7/1998 0:00:00,3,
162,5/8/1998 0:00:00,3,
163,5/9/1998 0:00:00,3,
164,5/18/1998 0:00:00,4,
165,5/19/1998 0:00:00,4,
166,5/20/1998 0:00:00,4,
167,5/21/1998 0:00:00,4,
168,5/22/1998 0:00:00,4,
169,5/23/1998 0:00:00,4,
170,6/1/1998 0:00:00,5,
171,6/2/1998 0:00:00,5,
172,6/3/1998 0:00:00,5,
173,6/4/1998 0:00:00,5,
174,6/5/1998 0:00:00,5,
175,6/6/1998 0:00:00,5,
176,6/15/1998 0:00:00,6,
177,6/16/1998 0:00:00,6,
178,6/17/1998 0:00:00,6,
179,6/18/1998 0:00:00,6,
180,6/19/1998 0:00:00,6,
181,6/20/1998 0:00:00,6,
182,6/28/1998 0:00:00,7,
183,6/29/1998 0:00:00,7,
184,6/30/1998 0:00:00,7,
185,7/1/1998 0:00:00,7,
186,7/2/1998 0:00:00,7,
187,7/3/1998 0:00:00,7,
188,7/13/1998 0:00:00,8,
189,7/14/1998 0:00:00,8,
190,7/15/1998 0:00:00,8,
191,7/17/1998 0:00:00,8,
192,7/18/1998 0:00:00,8,
193,7/27/1998 0:00:00,9,
194,7/28/1998 0:00:00,9,
195,7/29/1998 0:00:00,9,
196,7/30/1998 0:00:00,9,
197,7/31/1998 0:00:00,9,
198,8/1/1998 0:00:00,9,
199,4/12/1999 0:00:00,1,
200,4/13/1999 0:00:00,1,
201,4/14/1999 0:00:00,1,
202,4/15/1999 0:00:00,1,
203,4/16/1999 0:00:00,1,
204,4/17/1999 0:00:00,1,
205,4/26/1999 0:00:00,2,
206,4/27/1999 0:00:00,2,
207,4/28/1999 0:00:00,2,
208,4/29/1999 0:00:00,2,
209,4/30/1999 0:00:00,2,
210,5/1/1999 0:00:00,2,
211,5/10/1999 0:00:00,3,
212,5/11/1999 0:00:00,3,
213,5/12/1999 0:00:00,3,
214,5/13/1999 0:00:00,3,
215,5/14/1999 0:00:00,3,
216,5/15/1999 0:00:00,3,
217,5/23/1999 0:00:00,4,
218,5/24/1999 0:00:00,4,
219,5/25/1999 0:00:00,4,
220,5/28/1999 0:00:00,4,
221,6/2/1999 0:00:00,10,
222,6/7/1999 0:00:00,5,
223,6/8/1999 0:00:00,5,
224,6/9/1999 0:00:00,5,
225,6/10/1999 0:00:00,5,
226,6/11/1999 0:00:00,5,
227,6/12/1999 0:00:00,5,
228,6/14/1999 0:00:00,11,
229,6/21/1999 0:00:00,6,
230,6/22/1999 0:00:00,6,
231,6/23/1999 0:00:00,6,
232,6/24/1999 0:00:00,6,
233,6/25/1999 0:00:00,6,
234,6/26/1999 0:00:00,6,
235,6/28/1999 0:00:00,12,
236,7/6/1999 0:00:00,7,
237,7/7/1999 0:00:00,7,
238,7/8/1999 0:00:00,7,
239,7/9/1999 0:00:00,7,
240,7/10/1999 0:00:00,7,
241,7/19/1999 0:00:00,8,
242,7/20/1999 0:00:00,8,
243,7/21/1999 0:00:00,8,
244,7/22/1999 0:00:00,8,
245,7/23/1999 0:00:00,8,
246,7/24/1999 0:00:00,8,
247,3/20/2000 0:00:00,1,
248,3/21/2000 0:00:00,1,
249,3/22/2000 0:00:00,1,
250,3/23/2000 0:00:00,1,
251,3/24/2000 0:00:00,1,
252,3/25/2000 0:00:00,1,
253,4/3/2000 0:00:00,2,
254,4/4/2000 0:00:00,2,
255,4/5/2000 0:00:00,2,
256,4/6/2000 0:00:00,2,
257,4/7/2000 0:00:00,2,
258,4/8/2000 0:00:00,2,
259,4/17/2000 0:00:00,3,
260,4/18/2000 0:00:00,3,
261,4/19/2000 0:00:00,3,
262,4/20/2000 0:00:00,3,
263,4/21/2000 0:00:00,3,
264,4/22/2000 0:00:00,3,
265,5/1/2000 0:00:00,4,
266,5/2/2000 0:00:00,4,
267,5/3/2000 0:00:00,4,
268,5/4/2000 0:00:00,4,
269,5/5/2000 0:00:00,4,
270,5/7/2000 0:00:00,10,
271,5/8/2000 0:00:00,10,
272,5/9/2000 0:00:00,10,
273,5/15/2000 0:00:00,5,
274,5/16/2000 0:00:00,5,
275,5/17/2000 0:00:00,5,
276,5/18/2000 0:00:00,5,
277,5/19/2000 0:00:00,5,
278,5/22/2000 0:00:00,11,
279,5/23/2000 0:00:00,11,
280,5/24/2000 0:00:00,11,
281,5/29/2000 0:00:00,6,
282,5/30/2000 0:00:00,6,
283,5/31/2000 0:00:00,6,
284,6/1/2000 0:00:00,6,
285,6/2/2000 0:00:00,6,
286,6/2/2000 0:00:00,12,
287,6/5/2000 0:00:00,12,
288,6/6/2000 0:00:00,12,
289,6/7/2000 0:00:00,12,
290,6/12/2000 0:00:00,7,
291,6/13/2000 0:00:00,7,
292,6/14/2000 0:00:00,7,
293,6/15/2000 0:00:00,7,
294,6/16/2000 0:00:00,7,
295,6/17/2000 0:00:00,7,
296,6/26/2000 0:00:00,8,
297,6/27/2000 0:00:00,8,
298,6/28/2000 0:00:00,8,
299,6/29/2000 0:00:00,8,
300,6/30/2000 0:00:00,8,
301,7/10/2000 0:00:00,9,
302,7/11/2000 0:00:00,9,
303,7/13/2000 0:00:00,9,
304,7/14/2000 0:00:00,9,
305,7/15/2000 0:00:00,9,
306,3/19/2001 0:00:00,1,
307,3/20/2001 0:00:00,1,
308,3/21/2001 0:00:00,1,
309,3/22/2001 0:00:00,1,
310,3/23/2001 0:00:00,1,
311,3/24/2001 0:00:00,1,
312,4/2/2001 0:00:00,2,
313,4/3/2001 0:00:00,2,
314,4/4/2001 0:00:00,2,
315,4/5/2001 0:00:00,2,
316,4/6/2001 0:00:00,2,
317,4/7/2001 0:00:00,2,
318,4/16/2001 0:00:00,3,
319,4/17/2001 0:00:00,3,
320,4/18/2001 0:00:00,3,
321,4/19/2001 0:00:00,3,
322,4/20/2001 0:00:00,3,
323,4/21/2001 0:00:00,3,
324,4/30/2001 0:00:00,4,
325,5/1/2001 0:00:00,4,
326,5/3/2001 0:00:00,4,
327,5/4/2001 0:00:00,4,
328,5/5/2001 0:00:00,4,
329,5/7/2001 0:00:00,4,
330,5/14/2001 0:00:00,5,
331,5/15/2001 0:00:00,5,
332,5/16/2001 0:00:00,5,
333,5/17/2001 0:00:00,5,
334,5/18/2001 0:00:00,5,
335,5/19/2001 0:00:00,5,
336,5/29/2001 0:00:00,6,
337,5/30/2001 0:00:00,6,
338,5/31/2001 0:00:00,6,
339,6/1/2001 0:00:00,6,
340,6/2/2001 0:00:00,6,
341,6/4/2001 0:00:00,6,
342,6/11/2001 0:00:00,7,
343,6/12/2001 0:00:00,7,
344,6/13/2001 0:00:00,7,
345,6/14/2001 0:00:00,7,
346,6/15/2001 0:00:00,7,
347,6/16/2001 0:00:00,7,
348,6/25/2001 0:00:00,8,
349,6/26/2001 0:00:00,8,
350,6/27/2001 0:00:00,8,
351,6/28/2001 0:00:00,8,
352,6/29/2001 0:00:00,8,
353,6/30/2001 0:00:00,8,
354,7/9/2001 0:00:00,9,
355,3/18/2002 0:00:00,1,
356,3/19/2002 0:00:00,1,
357,3/20/2002 0:00:00,1,
358,3/21/2002 0:00:00,1,
359,3/22/2002 0:00:00,1,
360,3/23/2002 0:00:00,1,
361,4/2/2002 0:00:00,2,
362,4/3/2002 0:00:00,2,
363,4/4/2002 0:00:00,2,
364,4/5/2002 0:00:00,2,
365,4/6/2002 0:00:00,2,
366,4/7/2002 0:00:00,2,
367,4/15/2002 0:00:00,3,
368,4/16/2002 0:00:00,3,
369,4/17/2002 0:00:00,3,
370,4/18/2002 0:00:00,3,
371,4/19/2002 0:00:00,3,
372,4/20/2002 0:00:00,3,
373,4/29/2002 0:00:00,4,
374,4/30/2002 0:00:00,4,
375,5/1/2002 0:00:00,4,
376,5/2/2002 0:00:00,4,
377,5/3/2002 0:00:00,4,
378,5/4/2002 0:00:00,4,
379,5/13/2002 0:00:00,5,
380,5/14/2002 0:00:00,5,
381,5/15/2002 0:00:00,5,
382,5/16/2002 0:00:00,5,
383,5/17/2002 0:00:00,5,
384,5/18/2002 0:00:00,5,
385,5/28/2002 0:00:00,6,
386,5/29/2002 0:00:00,6,
387,5/30/2002 0:00:00,6,
388,5/31/2002 0:00:00,6,
389,6/1/2002 0:00:00,6,
390,6/2/2002 0:00:00,6,
391,6/10/2002 0:00:00,7,
392,6/11/2002 0:00:00,7,
393,6/12/2002 0:00:00,7,
394,6/14/2002 0:00:00,7,
395,6/15/2002 0:00:00,7,
396,6/24/2002 0:00:00,8,
397,6/25/2002 0:00:00,8,
398,6/26/2002 0:00:00,8,
399,6/27/2002 0:00:00,8,
400,6/28/2002 0:00:00,8,
401,6/29/2002 0:00:00,8,
402,3/24/2003 0:00:00,1,
403,3/25/2003 0:00:00,1,
404,3/26/2003 0:00:00,1,
405,3/27/2003 0:00:00,1,
406,3/28/2003 0:00:00,1,
407,3/29/2003 0:00:00,1,
408,4/7/2003 0:00:00,2,
409,4/8/2003 0:00:00,2,
410,4/9/2003 0:00:00,2,
411,4/10/2003 0:00:00,2,
412,4/11/2003 0:00:00,2,
413,4/12/2003 0:00:00,2,
414,4/21/2003 0:00:00,3,
415,4/22/2003 0:00:00,3,
416,4/23/2003 0:00:00,3,
417,4/24/2003 0:00:00,3,
418,4/25/2003 0:00:00,3,
419,4/26/2003 0:00:00,3,
420,5/5/2003 0:00:00,4,
421,5/6/2003 0:00:00,4,
422,5/7/2003 0:00:00,4,
423,5/8/2003 0:00:00,4,
424,5/9/2003 0:00:00,4,
425,5/10/2003 0:00:00,4,
426,5/19/2003 0:00:00,5,
427,5/20/2003 0:00:00,5,
428,5/21/2003 0:00:00,5,
429,5/22/2003 0:00:00,5,
430,5/23/2003 0:00:00,5,
431,5/24/2003 0:00:00,5,
432,6/2/2003 0:00:00,6,
433,6/3/2003 0:00:00,6,
434,6/4/2003 0:00:00,6,
435,6/5/2003 0:00:00,6,
436,6/6/2003 0:00:00,6,
437,6/7/2003 0:00:00,6,
438,6/16/2003 0:00:00,7,
439,6/17/2003 0:00:00,7,
440,6/18/2003 0:00:00,7,
441,6/19/2003 0:00:00,7,
442,6/20/2003 0:00:00,7,
443,6/21/2003 0:00:00,7,
444,6/30/2003 0:00:00,8,
445,7/1/2003 0:00:00,8,
446,7/2/2003 0:00:00,8,
447,7/3/2003 0:00:00,8,
448,3/29/2004 0:00:00,1,
449,3/30/2004 0:00:00,1,
450,4/1/2004 0:00:00,1,
451,4/3/2004 0:00:00,1,
452,4/12/2004 0:00:00,2,
453,4/13/2004 0:00:00,2,
454,4/14/2004 0:00:00,2,
455,4/15/2004 0:00:00,2,
456,4/16/2004 0:00:00,2,
457,4/26/2004 0:00:00,3,
458,4/27/2004 0:00:00,3,
459,4/28/2004 0:00:00,3,
460,4/29/2004 0:00:00,3,
461,4/30/2004 0:00:00,3,
462,5/10/2004 0:00:00,4,
463,5/11/2004 0:00:00,4,
464,5/12/2004 0:00:00,4,
465,5/14/2004 0:00:00,4,
466,5/15/2004 0:00:00,4,
467,5/24/2004 0:00:00,5,
468,5/25/2004 0:00:00,5,
469,5/26/2004 0:00:00,5,
470,5/27/2004 0:00:00,5,
471,5/28/2004 0:00:00,5,
472,6/7/2004 0:00:00,6,
473,6/8/2004 0:00:00,6,
474,6/9/2004 0:00:00,6,
475,6/10/2004 0:00:00,6,
476,6/11/2004 0:00:00,6,
477,6/12/2004 0:00:00,6,
478,6/21/2004 0:00:00,7,
479,6/22/2004 0:00:00,7,
480,6/23/2004 0:00:00,7,
481,6/24/2004 0:00:00,7,
482,6/25/2004 0:00:00,7,
483,7/6/2004 0:00:00,8,
484,7/7/2004 0:00:00,8,
485,7/8/2004 0:00:00,8,
486,7/9/2004 0:00:00,8,
487,7/10/2004 0:00:00,8,
488,3/14/2005 0:00:00,1,
489,3/15/2005 0:00:00,1,
490,3/16/2005 0:00:00,1,
491,3/17/2005 0:00:00,1,
492,3/18/2005 0:00:00,1,
493,3/19/2005 0:00:00,1,
494,3/28/2005 0:00:00,2,
495,3/29/2005 0:00:00,2,
496,3/30/2005 0:00:00,2,
497,4/1/2005 0:00:00,2,
498,4/2/2005 0:00:00,2,
499,4/11/2005 0:00:00,3,
500,4/12/2005 0:00:00,3,
501,4/13/2005 0:00:00,3,
502,4/14/2005 0:00:00,3,
503,4/15/2005 0:00:00,3,
504,4/16/2005 0:00:00,3,
505,4/25/2005 0:00:00,4,
506,4/26/2005 0:00:00,4,
507,4/27/2005 0:00:00,4,
508,4/28/2005 0:00:00,4,
509,4/29/2005 0:00:00,4,
510,5/9/2005 0:00:00,5,
511,5/10/2005 0:00:00,5,
512,5/11/2005 0:00:00,5,
513,5/12/2005 0:00:00,5,
514,5/13/2005 0:00:00,5,
515,5/23/2005 0:00:00,6,
516,5/24/2005 0:00:00,6,
517,5/25/2005 0:00:00,6,
518,5/26/2005 0:00:00,6,
519,5/27/2005 0:00:00,6,
520,6/6/2005 0:00:00,7,
521,6/7/2005 0:00:00,7,
522,6/8/2005 0:00:00,7,
523,6/9/2005 0:00:00,7,
524,6/10/2005 0:00:00,7,
525,6/11/2005 0:00:00,7,
526,6/20/2005 0:00:00,8,
527,6/21/2005 0:00:00,8,
528,6/22/2005 0:00:00,8,
529,6/23/2005 0:00:00,8,
530,6/24/2005 0:00:00,8,
531,7/5/2005 0:00:00,9,
532,7/6/2005 0:00:00,9,
533,7/7/2005 0:00:00,9,
534,7/8/2005 0:00:00,9,
535,7/9/2005 0:00:00,9,
536,3/20/2006 0:00:00,1,
537,3/21/2006 0:00:00,1,
538,3/22/2006 0:00:00,1,
539,3/23/2006 0:00:00,1,
540,3/24/2006 0:00:00,1,
541,3/25/2006 0:00:00,1,
542,4/3/2006 0:00:00,2,
543,4/4/2006 0:00:00,2,
544,4/5/2006 0:00:00,2,
545,4/6/2006 0:00:00,2,
546,4/7/2006 0:00:00,2,
547,4/8/2006 0:00:00,2,
548,4/17/2006 0:00:00,3,
549,4/18/2006 0:00:00,3,
550,4/19/2006 0:00:00,3,
551,4/20/2006 0:00:00,3,
552,4/21/2006 0:00:00,3,
553,4/22/2006 0:00:00,3,
554,5/1/2006 0:00:00,4,
555,5/2/2006 0:00:00,4,
556,5/3/2006 0:00:00,4,
557,5/4/2006 0:00:00,4,
558,5/5/2006 0:00:00,4,
559,5/6/2006 0:00:00,4,
560,5/15/2006 0:00:00,5,
561,5/16/2006 0:00:00,5,
562,5/17/2006 0:00:00,5,
563,5/18/2006 0:00:00,5,
