DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Chlorophyll a,479-61-8,4.58,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Chlorophyll a,479-61-8,7.12,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Chlorophyll a,479-61-8,4.01,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Pheophytin a,0,7.95,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Pheophytin a,0,4.46,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Pheophytin a,0,9.13,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Field Specific Conductance,0,756.9,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Field Specific Conductance,0,756.9,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Field Specific Conductance,0,756.9,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Field Dissolved Oxygen,0,6.49,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Field Dissolved Oxygen,0,6.49,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Field Dissolved Oxygen,0,6.49,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Field pH,0,8.02,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Field pH,0,8.02,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Field pH,0,8.02,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Field Water Temperature,0,22.1,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Field Water Temperature,0,22.1,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Field Water Temperature,0,22.1,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0661,7/9/2019 7:37,Field Turbidity,0,52.07,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0662,7/9/2019 7:37,Field Turbidity,0,52.07,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0719B0663,7/9/2019 7:37,Field Turbidity,0,52.07,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Chlorophyll a,479-61-8,17.6,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Chlorophyll a,479-61-8,13,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Chlorophyll a,479-61-8,8.11,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Pheophytin a,0,9.06,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Pheophytin a,0,3.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Pheophytin a,0,6.3,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Field Specific Conductance,0,480.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Field Specific Conductance,0,480.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Field Specific Conductance,0,480.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Field Dissolved Oxygen,0,6.46,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Field Dissolved Oxygen,0,6.46,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Field Dissolved Oxygen,0,6.46,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Field pH,0,7.9,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Field pH,0,7.9,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Field pH,0,7.9,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Field Water Temperature,0,23.21,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Field Water Temperature,0,23.21,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Field Water Temperature,0,23.21,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0804,8/20/2019 7:35,Field Turbidity,0,52.81,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0806,8/20/2019 7:35,Field Turbidity,0,52.81,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0819B0805,8/20/2019 7:35,Field Turbidity,0,52.81,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Chlorophyll a,479-61-8,14.74,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0177,3/15/2021 10:23,Chlorophyll a,479-61-8,14.55,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0321B0176,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0177,3/15/2021 10:23,Dissolved Organic Carbon,7440-44-0,7.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0321B0176,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Dissolved Organic Carbon,7440-44-0,7.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0177,3/15/2021 10:23,Total Organic Carbon,7440-44-0,7.5,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0321B0176,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Total Organic Carbon,7440-44-0,7.2,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Pheophytin a,0,2.79,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0177,3/15/2021 10:23,Pheophytin a,0,3.26,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0321B0176,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0177,3/15/2021 10:23,Total Suspended Solids,0,30,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0321B0176,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Total Suspended Solids,0,32.3,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Field Specific Conductance,0,925,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Field Dissolved Oxygen,0,8.44,0.1,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Field pH,0,8.07,0.1,pH Units,SM 4500-H B-2000 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Field Water Temperature,0,12.16,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0321B0176,3/15/2021 10:23,Field Turbidity,0,20.85,0.1,F.N.U.,"Turbidity, Sonde [D-2]*",1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0270,4/13/2021 9:45,Chlorophyll a,479-61-8,6.75,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0271,4/13/2021 9:45,Chlorophyll a,479-61-8,2.86,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0421B0270,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0271,4/13/2021 9:45,Dissolved Organic Carbon,7440-44-0,5.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0421B0270,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0270,4/13/2021 9:45,Dissolved Organic Carbon,7440-44-0,5.6,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0270,4/13/2021 9:45,Total Organic Carbon,7440-44-0,5.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0271,4/13/2021 9:45,Total Organic Carbon,7440-44-0,5.5,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0421B0270,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0270,4/13/2021 9:45,Pheophytin a,0,2.98,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0271,4/13/2021 9:45,Pheophytin a,0,1.1,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF0421B0270,,,N
6301,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF0421B0270,4/13/2021 9:45,Total Suspended Solids,0,21.4,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
